clean_tweet,sentiment_combined_final_label
"How can you sell $ZM after reading this? 😆

I am long on $ZM but start to think, there some conspiracy behind it... Maybe someone sold his soul for his share going up or something. 👿👼😂 https://t.co/tIzwmFvO8k",2
I like the idea of holding $ZM stock and having a stop in at $95 .  If it continues up to $170 plus which i think it could you have big upside vs limiting your downside .  When corporate America goes back to work i see Zoom as a permanent tool thats here to stay,2
"@AdamSinger 2030 $ZM virtual reality room secure cloud instances. All the benefits of remote and no office, combined with the returned productivity of your boss physically encountering you on a project. Easily check who is logged into the OASIS.",2
$Zm getting more 💕 https://t.co/5ivXCj1i24,2
"Zoom has ridden the “work from home” wave to more than 100% gains in 2020. The company’s market cap now exceeds those of many large companies, including Ford, FedEx and several of the major airlines. #stocks #markets #economy #investing #financialservices $ZM https://t.co/Pit9pjIMZy",2
"WHY WE CAN’T CONFESS OVER ZOOM

It looks like this article takes the full theological angle. There's also a bit of a privacy concern with Zoom $ZM data being sent to Facebook and who knows where else. Probably want to hold off on this idea...forever. 

https://t.co/P8jtFZIFGy",0
“Trading in Zoom Technologies Inc. (ticker: $ZOOM) was suspended by the SEC Thursday through April 8 after the stock climbed in recent weeks amid confusion with Zoom Video Communications Inc. (ticker: $ZM)” https://t.co/8tiqoORCGH #technews https://t.co/2980esMSRv,0
"If $ZM can maintain user engagement long enough they may be able to emulate the magic $NFLX had when users were constantly sharing passwords 

ZM only needs 1 friend or even a friend of a friend to subscribe for paid membership-IMO monetizing  social is their best opportunity",2
"$ZM is today ranked #2 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
Zoom Video Communications Stock Rating Reaffirmed by Argus $ZM https://t.co/cil1wHRKy2,2
Zoom Video Communications $ZM Stock Rating Reaffirmed by Argus https://t.co/YaRZHi03DR #stocks,2
Zoom Video Communications $ZM Stock Rating Reaffirmed by Argus https://t.co/et55z2HeoQ,2
"Wondering, is it really inevitable for a company like $ZM to neglect the security concerns affecting its users during the accelerated growth or this is the price winners should pay by default while rapidly fixing the architecture?",0
This is the fourth listed company CEO I've seen come out and publicly endorse Zoom. $ZM https://t.co/eWVZlOvwI2,2
@playsmart9 @Gambiste1 @WallStSai $ZM got banned by Singapore over the weekend and Taiwan as well. All due to major privacy risks. The stock is toast.,0
"@investingwbrady Stocks, especially tech stocks can be irrational for a very long time. 

There is a lot of positive sentiment for $ZM right now.",2
@WallStSai $ZM will go up ...Monday watch only $TSLA $ZM,2
The concerning thing with the hacking of Zoom $ZM and similar videoconferencing meetings online is that not only can Keyloggers steal your financial information they can also hijack your work meetings with inappropriate content and disrupt an environment that is hard enough as is,0
"@BSolomonsHood @7AustinL @Matt_Cochrane7 What about the negative news regarding $ZM? Info sending to China, security problems ...",0
"$zm We have detected a noticeable rise in the Zeitgeist for Zoom Video Communications, Inc. at  https://t.co/w7mrgULXCv
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 95148",2
New lawsuits accuse @Zoom_us of falsely claiming it uses a more secure method of video encryption than it does #ucoms $zm @DameReports https://t.co/vKTdgYYPSk https://t.co/cA4wawo306,0
"Do we really think $ZM can keep this valuation?

Privacy concerns... 

Decreasing user base post Covid-19

Free product.. https://t.co/TxCVFF0Lez",0
"Best Fed stimulus trading stocks

$DOCU $AMD $ZM 

https://t.co/g8KSJtJ2YL",1
"@nvenkatarao @smartertrader @ericsyuan would love to use #Oculus to create virtual conferences - perfect use case too. 
I think it may come, but not earlier Q3, or next year. $ZM has a very different business to $FB too. 
I am not sure also, Eric will sell, at least not for now.",2
$ZM  the way i like to trade pull backs my stop is defined...the upside in high... -0.5% loss to 9.2% gain...median gain/loss +2.5% average gain/loss +2.57%  WOW....MAYBE this is the way to beta trade,2
"@Quarry_Rock It's so wicked overvalued regardless, BUT he did the right thing! I think it gets defended ~$100. $ZM",2
"""If we mess up again, it's done,"" 
$ZM CEO Eric Yuan said in an interview with WSJ.

""I really messed up as CEO, and we need to win their trust back. This kind of thing shouldn't have happened."" 

Gotta give him credit. He owned it.

#ZoomBombing",0
$ZM from https://t.co/RfWl9yJKRP https://t.co/QnmArYcdjw some things that I dislike at the moment. moved below 20 day ma recently. threatening to go below @alphatrends #vwap that's drawn from the long term reversal to uptrend. going below demand zone (people may be selling),0
"I am hearing a lot of enterprises are dumping Zoom $ZM and going to other platforms, because of privacy concerns.

#zoom #privacy #remoteworking #videocall #tech",0
$ZM Clients being supportive on the issues https://t.co/4iuJE28RDg,2
"$VERB #ShoppingOnline #eShop #SellLive #eShopping #OnlineShopping #Shopping $ZM

2 Months Free!
VERB is releasing the new #LiveShopping &amp; #Webinar #SalesTool early for the #StayAtHome initiative! 

https://t.co/cKljdVVZDk
https://t.co/XpazIjp0vg",1
Zoom's $ZM epic stock run is on its last legs on account of multiple security isssues. The smart pick is $MSFT with its more secure @MicrosoftTeams. It also has a decent dividend yield. https://t.co/azjOQIYJIR,2
Has U.S. Senate really banned @zoom_us $ZM? Or is just virtual reality? 🤨 https://t.co/DLiZD3tF08,0
"@crescatkevin All $zm security problems is in free products 
About expensive sure it is they guide 48% revenue growth it put them at 32 times this year.
But as we all know growth will be much stronger maybe 150% then 21 time like $shop
So for profit business like this fair value",2
@stlplace All the problem is with free offer not with premium.we all see the news about people drop $zm because of it .we don’t see the upgrade who makes defenders in revenue,0
Singapore stops teachers using Zoom app after 'very serious incidents' $ZM,0
"I don't know why suddenly there are so much critics against #Zoom #meethappy these days, on the topics from security #zoombombing, privacy and last but not least on China (traffic or security keys stores in China datacenter). Most critics are baseless in my opinion. I hold $ZM",0
"#Zoom users, watch your six, 2 separate sets of zoom creds listed on #darkweb #deepweb. 2300 creds in one listing, +300 in the other
📌Sooner or later #investors are going to punish $ZM for  continuous #CyberSecurity issues

#infosec #investment #investing #stocks #cyberattacks https://t.co/71QiyQEqMz",0
UPDATE 1-Singapore stops teachers using Zoom app after 'very serious incidents' $ZM #coronavirus #COVID2019 https://t.co/1zgpPJw8Au,0
"@PatternProfits @MarketSmith the way $RNG has been trading, you'd think estimates are being slashed,  as they lose share to $ZM and $MSFT",0
@blscarlett @rowantrollope No one anticipated a company like $ZM would ever be as relevant. Who buys them?,0
Kids music class on zoom going down at my house. This is classic. Zoom is in a very good spot. Short and long term. All the kids love it and if the kids get hooked on it...  $ZM,2
@KentsBrokerage Bad news? Just go the opposite sentiment. $ZM took some pointers from $BA and $TSLA 😂,1
"Just saw that #Webex from #Cisco has changed its service terms to provide unlimited video conferences, with unlimited time, for up to 100 participants per conference, for FREE.  Particularly with all of the recent bad securty press, that bodes very poorly for #Zoom. $ZM $CSCO",0
"Another Zoom ban, this time Singapore schools after ‘very serious incidents’ https://t.co/CKItcBTpLZ $ZM",0
"$LVGO, $CCC and $ZM are the top gainers for the day. https://t.co/DLd87rtR4l",2
"More countries/government abandoning this malware - $ZM...

https://t.co/O6sX0zftnR",0
$ZM looks ready to zoom again after addressing security measures; Daily (left) and hourly (right) charts tell me its time to buy this high flying #COVID19 stock! #MAxPOP #2020TradingNotes https://t.co/KwxHkzFqFx,2
"$ZM “Rolling out technology at scale is hard, but even harder is unrolling out technology. “

https://t.co/dwinUyuOPZ",1
"Come on $ZM get your act together! This whole time you all wanted users and #COVID gave them to you and now your flopping. ""Singapore stops teachers using Zoom app after 'very serious incidents'"" - https://t.co/KGlFRbnCQI",0
@MadMraket @ericsyuan $ZM CEO dumped $16.5 million worth of stock this week as he goes on Bloomberg claiming his software his safe and secure. If so safe why is he dumping shares?? He also converted 500k more shares to dump. Short this overvalued company. Its a joke https://t.co/Br093z9rTz,0
"Related, beyond best practices also have some pretty cool data here on tech trends. I sent to few media friends to think about, but there's no embargoes or anything we just want to help if possible. If you're writing trend stories on $ZM $WORK etc let's talk can prob add to them.",2
@MadMraket @ericsyuan CEO yuan may be a good guy but any data routed through China is no more secure. Chinese law give the communist government authority to collect data from all individuals and companies. Using $ZM is dangerous to business secrets and intellectual property.,0
"Shocking....

$ZM https://t.co/ify3Z2KnOS",1
@zorn I am surprised to see so many zoom (China and Chinese) haters... please go ahead and use the products from big competitors (assume they are US companies)... full disclosure: I hold some $ZM,1
Now Zoom $ZM CEO dumps $16.5 million worth of stock on Tuesday as he went on the media assuring his software is safe. What a joke https://t.co/kSY0s0QZes,0
"Microsoft Teams breaks daily record with 2.7 billion meeting minutes, tops mid-March high by 200% $MSFT $ZM @microsoftteams https://t.co/8aW3jWhg0V",2
Zoom's Daily Active Users Surged to 200 Million in March... and That's Part of the Problem @themotleyfool #stocks $ZM https://t.co/NIMUjSCYcW,0
"Great wide-ranging talk with @onemedical CEO Amir Rubin about helping members get #COVIDー19 testing and treatment, and working with employers to develop protocols to help people go back to work in a way that is safe.  $ONEM via $ZM https://t.co/JcEJIzdrP4",2
"@sriramk Hmmmm...all the $ZM stock holders defending a company that has betrayed its customers. Anyone has anything to do with China, 👋🏼",0
Look at how similar $TSLA and $ZM look https://t.co/gEo0aRLyJB,2
@EliBurton_ @flcnhvy Agree... too many people are using and have invested in Zoom platform. A simple software upgrade will be much easier and cheaper than waiting for another product. $ZM,2
If you bought Zoom $ZM above $150 a share you will never be made whole.,0
"@Mindwbw @T_Speakeasy @NotaBubble @VendbienJon @DoozyTrader @daesr1 @FilmProfessor9 @Polargroup1 @PaulHoofman @chamath @CNBC https://t.co/BhxammMYM9

Bad for $ZM",1
@tylersalerno Malware. Privacy issues. You can stuff all of that noise up your ass with $ZM because $$$ talks. Another thing. How many out of 200 million are cancelled or blocked vs new subscribers? Guaranteed the churn is a HUGE plus even with. People are short sighted as hell and that’s good,0
"@tylersalerno I don’t know what people understand. I know this clown went from 10,000,000 to 200,000,000 subscribers. The valuations folks are using must account for 0% monetization and I’ve got news for them $ZM is monetizing well",0
$ZM the worse the news gets recently the better it’s trading. Is it possible to patch this or quick fix and they are good to go? https://t.co/K7PmsWgjEG,0
"@artgillespie @zoom_us @voyage #Zoom works amazingly well. Been a user for 4y. It was the first tool I bought for my new business. Zoom Phone is also a nice surprise. I want them to get security beefed up, but I trust they will, right @ericsyuan? Disclaimer: I don't own $ZM stock or have a financial interest.",2
